date,name,label,time,floor,closing,year
01.01.2010,Massimiliano Pagliara ,,01:00,Lab,FALSE,2010
01.01.2010,Discodromo ,,04:00,Lab,FALSE,2010
01.01.2010,Prosumer ,,07:00,Lab,FALSE,2010
01.01.2010,Boris ,,10:00,Lab,FALSE,2010
01.01.2010,nd_baumecker & Steffi ,,13:00,Lab,TRUE,2010
01.01.2010,Prosumer,ostgut ton,01:00,Panorama Bar,FALSE,2010
01.01.2010,Margaret Dygas,perlon,04:00,Panorama Bar,FALSE,2010
01.01.2010,Steffi,ostgut ton,07:00,Panorama Bar,FALSE,2010
01.01.2010,Nick H�ppner,ostgut ton,10:00,Panorama Bar,FALSE,2010
01.01.2010,Cassy,cocoon,13:00,Panorama Bar,FALSE,2010
01.01.2010,Dinky,wagon repair,16:00,Panorama Bar,FALSE,2010
01.01.2010,L.B. Dub Corp,mote evolver,19:00,Panorama Bar,FALSE,2010
01.01.2010,Shinedoe & 2000 And One,intacto   100% pure,22:00,Panorama Bar,TRUE,2010
01.01.2010,Marcel Fengler,ostgut ton,01:00,Berghain,FALSE,2010
01.01.2010,Norman Nodge,ostgut ton,04:00,Berghain,FALSE,2010
01.01.2010,Marcel Dettmann,ostgut ton,07:00,Berghain,FALSE,2010
01.01.2010,Ben Klock,ostgut ton,10:00,Berghain,FALSE,2010
01.01.2010,Fiedel,mmm,13:00,Berghain,FALSE,2010
01.01.2010,Boris,careless,16:00,Berghain,FALSE,2010
01.01.2010,Len Faki,ostgut ton/ figure,19:00,Berghain,FALSE,2010
01.01.2010,Adam Beyer,drumcode,22:00,Berghain,TRUE,2010
02.01.2010,Daniel Wang,balihu,00:00,Lab,FALSE,2010
02.01.2010,I-F,intergalactic fm,04:00,Lab,FALSE,2010
02.01.2010,Jeffrey SFire,ghostly,08:00,Lab,TRUE,2010
02.01.2010,Don Williams,mojuba,00:00,Berghain,FALSE,2010
02.01.2010,Snuff Crew gigolo,snuff crew gigolo,05:00,Berghain,FALSE,2010
02.01.2010,Neville Watson,our house is your rush,06:00,Berghain,FALSE,2010
02.01.2010,Phonique,pokerflat,10:00,Berghain,FALSE,2010
02.01.2010,+ alle die noch von Silvester stehen k�nnen ,,15:00,Berghain,TRUE,2010
09.01.2010,Fiedel,mmm,00:00,Berghain,FALSE,2010
09.01.2010,R�dh�d,dystopian,04:30,Berghain,FALSE,2010
09.01.2010,Oliver Deutschmann,vidab,08:00,Berghain,FALSE,2010
09.01.2010,Norman Nodge,ostgut ton,12:00,Berghain,TRUE,2010
23.01.2010,Dinky,wagon repair,00:00,Panorama Bar,FALSE,2010
23.01.2010,Glimpse planet e,glimpse planet e,04:00,Panorama Bar,FALSE,2010
23.01.2010,Dplay,mild pitch,05:00,Panorama Bar,FALSE,2010
23.01.2010,Ribn mild pitch,ribn mild pitch,07:00,Panorama Bar,FALSE,2010
23.01.2010,Langenberg & Manuel Tur,mild pitch,08:00,Panorama Bar,FALSE,2010
23.01.2010,Kiki,bpitch ctrl,12:00,Panorama Bar,FALSE,2010
23.01.2010,nd_baumecker,freundinnen,15:00,Panorama Bar,FALSE,2010
23.01.2010,Cassy,cocoon,18:00,Panorama Bar,TRUE,2010
23.01.2010,Norman Nodge,ostgut ton,00:00,Berghain,FALSE,2010
23.01.2010,Len Faki,ostgut ton / figure,04:00,Berghain,FALSE,2010
23.01.2010,Ben Klock,ostgut ton,07:00,Berghain,FALSE,2010
23.01.2010,Ryan Elliot,ghostly,10:00,Berghain,TRUE,2010
30.01.2010,Margaret Dygas,perlon,00:00,Panorama Bar,FALSE,2010
30.01.2010,Redshape /w Drummer,delsin,05:00,Panorama Bar,FALSE,2010
30.01.2010,Kyle Hall,wild oats,06:00,Panorama Bar,FALSE,2010
30.01.2010,Omar S,fxhe records,09:00,Panorama Bar,FALSE,2010
30.01.2010,Prosumer,ostgut ton,12:00,Panorama Bar,FALSE,2010
30.01.2010,Soundstream ,,15:00,Panorama Bar,FALSE,2010
30.01.2010,Steffi,ostgut ton,18:00,Panorama Bar,TRUE,2010
30.01.2010,Nick H�ppner,ostgut ton,00:00,Berghain,FALSE,2010
30.01.2010,Shed ostgut ton,shed ostgut ton,04:00,Berghain,FALSE,2010
30.01.2010,Andre Galluzzi,cadenza,05:00,Berghain,FALSE,2010
30.01.2010,Boris,careless,09:00,Berghain,TRUE,2010
06.02.2010,Steffi,ostgut ton,00:00,Panorama Bar,FALSE,2010
06.02.2010,Juan Atkins,metroplex,04:00,Panorama Bar,FALSE,2010
06.02.2010,Don Williams,mojuba,06:00,Panorama Bar,FALSE,2010
06.02.2010,Jerome Sydenham,ibadan,10:00,Panorama Bar,FALSE,2010
06.02.2010,Edwin Oosterwal,rejected,14:00,Panorama Bar,FALSE,2010
06.02.2010,Pitto,rejected,17:00,Panorama Bar,FALSE,2010
06.02.2010,Joris Voorn,rejected,18:00,Panorama Bar,FALSE,2010
06.02.2010,Deetron,music man,21:00,Panorama Bar,TRUE,2010
06.02.2010,Seldom Felt Act DJ,seldom felt,00:00,Berghain,FALSE,2010
06.02.2010,Seldom Felt Act seldom felt,seldom felt act seldom felt,04:00,Berghain,FALSE,2010
06.02.2010,Boris,careless,05:00,Berghain,FALSE,2010
06.02.2010,Norman Nodge,ostgut ton,09:00,Berghain,TRUE,2010
13.02.2010,Zombie Disco Squad,made 2 play,00:00,Panorama Bar,FALSE,2010
13.02.2010,Catz N� Dogz,made 2 play,04:00,Panorama Bar,FALSE,2010
13.02.2010,Heidi & Jesse Rose,made 2 play,07:00,Panorama Bar,FALSE,2010
13.02.2010,Nick H�ppner,ostgut ton,12:00,Panorama Bar,FALSE,2010
13.02.2010,Josh Wink,ovum,16:00,Panorama Bar,FALSE,2010
13.02.2010,Margaret Dygas,perlon,19:00,Panorama Bar,TRUE,2010
13.02.2010,DJ Pete,hard wax,00:00,Berghain,FALSE,2010
13.02.2010,Traversable Wormhole traversable wormhole,traversable wormhole traversable wormhole,04:00,Berghain,FALSE,2010
13.02.2010,Marcel Fengler,ostgut ton,05:00,Berghain,FALSE,2010
13.02.2010,Fiedel,mmm,09:00,Berghain,TRUE,2010
20.02.2010,Penner & Muder,mood music,00:00,Panorama Bar,FALSE,2010
20.02.2010,Phonogenic mood music,phonogenic mood music,03:00,Panorama Bar,FALSE,2010
20.02.2010,Nick Chacona,mood music,04:00,Panorama Bar,FALSE,2010
20.02.2010,Dave Dk,mood music,06:30,Panorama Bar,FALSE,2010
20.02.2010,James Flavour & Sasse,b2b,09:00,Panorama Bar,FALSE,2010
20.02.2010,Florian Meindl,stil vor talent,12:00,Panorama Bar,FALSE,2010
20.02.2010,Cassy,cocoon,15:00,Panorama Bar,FALSE,2010
20.02.2010,Marco Passarani,final frontier,18:00,Panorama Bar,FALSE,2010
20.02.2010,Tama Sumo,ostgut ton,21:00,Panorama Bar,TRUE,2010
20.02.2010,Roberto Bosco,figure,00:00,Berghain,FALSE,2010
20.02.2010,Shlomi Aber,be as one,04:00,Berghain,FALSE,2010
20.02.2010,Secret Cinema,cocoon,07:00,Berghain,FALSE,2010
20.02.2010,Len Faki,ostgut ton/ figure,10:00,Berghain,TRUE,2010
27.02.2010,Clara Moto,infin�,00:00,Panorama Bar,FALSE,2010
27.02.2010,Agoria,infin�,03:00,Panorama Bar,FALSE,2010
27.02.2010,The Hacker,good life,06:00,Panorama Bar,FALSE,2010
27.02.2010,Andr� Galluzzi,cadenza,09:00,Panorama Bar,FALSE,2010
27.02.2010,Dinky,horizontal,12:00,Panorama Bar,FALSE,2010
27.02.2010,Prosumer,ostgut ton,15:00,Panorama Bar,FALSE,2010
27.02.2010,nd_baumecker,freundinnen,18:00,Panorama Bar,FALSE,2010
27.02.2010,Zander VT,bpitch ctrl,21:00,Panorama Bar,TRUE,2010
27.02.2010,Regis,sandwell district,00:00,Berghain,FALSE,2010
27.02.2010,Function,sandwell district,01:00,Berghain,FALSE,2010
27.02.2010,Silent Servant,sandwell district,02:00,Berghain,FALSE,2010
27.02.2010,Regis & Function,b2b,06:00,Berghain,FALSE,2010
27.02.2010,Ben Klock,ostgut ton,10:00,Berghain,TRUE,2010
06.03.2010,Oliver Deutschmann,vidab,00:00,Panorama Bar,FALSE,2010
06.03.2010,Ed Davenport vidab,ed davenport vidab,04:00,Panorama Bar,FALSE,2010
06.03.2010,Stephan Hill & Koljah,vidab,05:00,Panorama Bar,FALSE,2010
06.03.2010,Soundstream ,,11:00,Panorama Bar,FALSE,2010
06.03.2010,Ripperton,perspectiv,14:00,Panorama Bar,FALSE,2010
06.03.2010,Steffi,ostgut ton,17:00,Panorama Bar,FALSE,2010
06.03.2010,Boris,careless,21:00,Panorama Bar,TRUE,2010
06.03.2010,Santos,figure,00:00,Berghain,FALSE,2010
06.03.2010,Timo Maas,cocoon,05:00,Berghain,FALSE,2010
06.03.2010,Len Faki,ostgut ton/ figure,09:00,Berghain,TRUE,2010
13.03.2010,Finn Johannsen ,,00:00,Panorama Bar,FALSE,2010
13.03.2010,Oni Ayhun,oni ayhun,04:00,Panorama Bar,FALSE,2010
13.03.2010,Stefan Goldmann ,,05:00,Panorama Bar,FALSE,2010
13.03.2010,nd_Baumecker ,,08:00,Panorama Bar,FALSE,2010
13.03.2010,Tama Sumo,ostgut ton,11:00,Panorama Bar,FALSE,2010
13.03.2010,Monika Kruse,terminal m,15:00,Panorama Bar,FALSE,2010
13.03.2010,Prosumer,ostgut ton,19:00,Panorama Bar,TRUE,2010
13.03.2010,Fiedel,mmm,00:00,Berghain,FALSE,2010
13.03.2010,Rolando,crossroads,04:00,Berghain,FALSE,2010
13.03.2010,DJ Pete,hardwax,07:00,Berghain,FALSE,2010
13.03.2010,Marcel Fengler,ostgut ton,10:00,Berghain,TRUE,2010
27.03.2010,nd_baumecker,freundinnen,00:00,Panorama Bar,FALSE,2010
27.03.2010,L.B. Dub Corp,mote evolver,05:00,Panorama Bar,FALSE,2010
27.03.2010,Ben Klock,ostgut ton,09:00,Panorama Bar,FALSE,2010
27.03.2010,Margaret Dygas,perlon,13:00,Panorama Bar,FALSE,2010
27.03.2010,Dinky,horizontal,17:00,Panorama Bar,FALSE,2010
27.03.2010,Tom Clark,highgrade,20:00,Panorama Bar,TRUE,2010
27.03.2010,Sebastien San,echocord,00:00,Berghain,FALSE,2010
27.03.2010,Pattern Repeat,echocord,03:00,Berghain,FALSE,2010
27.03.2010,Mikkel Metal echocord,mikkel metal echocord,05:00,Berghain,FALSE,2010
27.03.2010,Pattern Repeat. ,,06:00,Berghain,FALSE,2010
27.03.2010,Deuce,ostgut ton,09:00,Berghain,TRUE,2010
10.04.2010,Round Table Nights,made 2 play,00:00,Panorama Bar,FALSE,2010
10.04.2010,Riva Starr,made 2 play,04:00,Panorama Bar,FALSE,2010
10.04.2010,Jesse Rose,made 2 play,06:00,Panorama Bar,FALSE,2010
10.04.2010,Justin Martin,made 2 play,09:00,Panorama Bar,FALSE,2010
10.04.2010,Fiedel,mmm,12:00,Panorama Bar,FALSE,2010
10.04.2010,Marc Schneider ,,16:00,Panorama Bar,FALSE,2010
10.04.2010,Margaret Dygas,perlon,20:00,Panorama Bar,TRUE,2010
10.04.2010,Dj Pete,hard wax,00:00,Berghain,FALSE,2010
10.04.2010,Octave One 430 West Records,octave one 430 west records,04:00,Berghain,FALSE,2010
10.04.2010,Benny Rodrigues,figure,05:00,Berghain,FALSE,2010
10.04.2010,Len Faki,ostgut ton,09:00,Berghain,TRUE,2010
17.04.2010,Steffi,ostgut ton,00:00,Panorama Bar,FALSE,2010
17.04.2010,C- Rock (Motorcitysoul),aus,04:00,Panorama Bar,FALSE,2010
17.04.2010,My My aus,my my aus,07:00,Panorama Bar,FALSE,2010
17.04.2010,Lee Jones,aus,08:00,Panorama Bar,FALSE,2010
17.04.2010,Ewan Pearson ,,10:00,Panorama Bar,FALSE,2010
17.04.2010,Prosumer,ostgut ton,12:00,Panorama Bar,FALSE,2010
17.04.2010,Ryan Elliott,ghostly,16:00,Panorama Bar,FALSE,2010
17.04.2010,Cassy,cocoon,20:00,Panorama Bar,TRUE,2010
17.04.2010,Marcel Fengler,ostgut ton,00:00,Berghain,FALSE,2010
17.04.2010,Mike Dehnert fachwerk,mike dehnert fachwerk,04:00,Berghain,FALSE,2010
17.04.2010,Marcel Fengler,ostgut ton,05:00,Berghain,FALSE,2010
17.04.2010,Peter Van Hoesen time2express,peter van hoesen time2express,07:00,Berghain,FALSE,2010
17.04.2010,Norman Nodge,ostgut ton,08:00,Berghain,TRUE,2010
24.04.2010,Mike Shannon,new kanada,00:00,Panorama Bar,FALSE,2010
24.04.2010,Adam Marshall,new kanada,04:00,Panorama Bar,FALSE,2010
24.04.2010,N/A feat. Rosina ,,07:00,Panorama Bar,FALSE,2010
24.04.2010,The Mole,new kanada,08:00,Panorama Bar,FALSE,2010
24.04.2010,Nick H�ppner,ostgut ton,12:00,Panorama Bar,FALSE,2010
24.04.2010,Dinky,horizontal,16:00,Panorama Bar,FALSE,2010
24.04.2010,Andr� Galluzzi,cadenza,20:00,Panorama Bar,TRUE,2010
24.04.2010,Shed,ostgut ton,00:00,Berghain,FALSE,2010
24.04.2010,Dj Nobu,future terror,03:00,Berghain,FALSE,2010
24.04.2010,Marcel Dettmann,ostgut ton,06:00,Berghain,FALSE,2010
24.04.2010,Ben Klock & Marcel Dettmann,ostgut ton,09:00,Berghain,TRUE,2010
01.05.2010,Prosumer,ostgut ton,00:00,Panorama Bar,FALSE,2010
01.05.2010,Kink our house is your rush,kink our house is your rush,04:30,Panorama Bar,FALSE,2010
01.05.2010,Neville Watson,our house is your rush,06:00,Panorama Bar,FALSE,2010
01.05.2010,P�p� Bradock,atavisme,09:00,Panorama Bar,FALSE,2010
01.05.2010,Steffi,ostgut ton,12:00,Panorama Bar,FALSE,2010
01.05.2010,Soundstream ,,16:00,Panorama Bar,TRUE,2010
01.05.2010,Samuel L Session,be as one,00:00,Berghain,FALSE,2010
01.05.2010,Cari Lekebusch,drumcode,05:00,Berghain,FALSE,2010
01.05.2010,Len Faki,ostgut ton/ figure,09:00,Berghain,TRUE,2010
08.05.2010,tINI,desolat,00:00,Panorama Bar,FALSE,2010
08.05.2010,Martin Buttrich desolat,martin buttrich desolat,04:00,Panorama Bar,FALSE,2010
08.05.2010,Loco Dice,desolat,05:00,Panorama Bar,FALSE,2010
08.05.2010,Cassy,cocoon,09:00,Panorama Bar,FALSE,2010
08.05.2010,Oliver Deutschmann ,,13:00,Panorama Bar,FALSE,2010
08.05.2010,Tama Sumo ,,17:00,Panorama Bar,TRUE,2010
08.05.2010,Drumcell & Audio Injection,droid records,00:00,Berghain,FALSE,2010
08.05.2010,Marcel Fengler,ostgut ton,06:00,Berghain,FALSE,2010
08.05.2010,Chris Liebing,clr,09:00,Berghain,TRUE,2010
22.05.2010,nd_baumecker,freundinnen,12:00,Garten,FALSE,2010
22.05.2010,Dinky,horizontal,16:00,Garten,TRUE,2010
22.05.2010,BabyG ,,00:00,Panorama Bar,FALSE,2010
22.05.2010,Mr. Statik ,,03:00,Panorama Bar,FALSE,2010
22.05.2010,Kiki,kiki,05:00,Panorama Bar,FALSE,2010
22.05.2010,Ellen Allien ,,06:00,Panorama Bar,FALSE,2010
22.05.2010,Chaim ,,10:00,Panorama Bar,TRUE,2010
22.05.2010,Dj Pete,hardwax,00:00,Berghain,FALSE,2010
22.05.2010,Dasha Rush fullpanda,dasha rush fullpanda,04:00,Berghain,FALSE,2010
22.05.2010,Ben Klock,ostgut ton,06:00,Berghain,FALSE,2010
22.05.2010,Boris,careless,09:00,Berghain,TRUE,2010
29.05.2010,Matthew Styles,crosstown rebels,12:00,Garten,FALSE,2010
29.05.2010,Phonique,pokerflat,16:00,Garten,TRUE,2010
29.05.2010,Agaric ,,00:00,Panorama Bar,FALSE,2010
29.05.2010,Mikael Stav�str�nd,mikael stav�str�nd,03:00,Panorama Bar,FALSE,2010
29.05.2010,Raudive ,,05:00,Panorama Bar,FALSE,2010
29.05.2010,Cascabel Gentz,cascabel gentz,08:00,Panorama Bar,FALSE,2010
29.05.2010,Agaric ,,10:00,Panorama Bar,TRUE,2010
29.05.2010,Fiedel,mmm,00:00,Berghain,FALSE,2010
29.05.2010,Alan Fitzpatrick,drumcode,04:00,Berghain,FALSE,2010
29.05.2010,Norman Nodge,ostgut ton,07:00,Berghain,FALSE,2010
29.05.2010,Andre Galluzzi,ostgut ton,10:00,Berghain,TRUE,2010
05.06.2010,Masomenos ,,12:00,Garten,FALSE,2010
05.06.2010,Cassy ,,16:00,Garten,TRUE,2010
05.06.2010,Fudge Fingers,prime numbers,00:00,Panorama Bar,FALSE,2010
05.06.2010,Trus'me,prime numbers,02:00,Panorama Bar,FALSE,2010
05.06.2010,Linkwood,prime numbers,04:00,Panorama Bar,FALSE,2010
05.06.2010,Prime Numbers AllStars,b2b,06:00,Panorama Bar,FALSE,2010
05.06.2010,Nick H�ppner ,,08:00,Panorama Bar,FALSE,2010
05.06.2010,Margaret Dygas ,,11:00,Panorama Bar,TRUE,2010
05.06.2010,Dj Pete ,,00:00,Berghain,FALSE,2010
05.06.2010,Samuli Kemppi,samuli kemppi,04:00,Berghain,FALSE,2010
05.06.2010,Luke Slater ,,05:30,Berghain,FALSE,2010
05.06.2010,Marcel Fengler ,,09:00,Berghain,TRUE,2010
12.06.2010,Roman Lindau,fachwerk,12:00,Garten,FALSE,2010
12.06.2010,Martyn,3024,16:00,Garten,TRUE,2010
12.06.2010,Oliver $,made2play,00:00,Panorama Bar,FALSE,2010
12.06.2010,Azari & III ,,03:00,Panorama Bar,FALSE,2010
12.06.2010,Jesse Rose,made2play,06:30,Panorama Bar,FALSE,2010
12.06.2010,Round Table Knights,made2play,09:00,Panorama Bar,TRUE,2010
12.06.2010,Marcel Dettmann,ostgut ton,00:00,Berghain,FALSE,2010
12.06.2010,Robert Hood m-plant/ dj-live set,robert hood m-plant/ dj- set,04:00,Berghain,FALSE,2010
12.06.2010,Ben Klock,ostgut ton,06:00,Berghain,FALSE,2010
12.06.2010,James Ruskin,blueprint,09:00,Berghain,FALSE,2010
12.06.2010,DVS1,klockworks,12:00,Berghain,TRUE,2010
19.06.2010,Dinky,horizontal,12:00,Garten,FALSE,2010
19.06.2010,nd_baumecker & die ganze Bande,freundinnen,15:00,Garten,TRUE,2010
19.06.2010,Prosumer,ostgut ton,00:00,Panorama Bar,FALSE,2010
19.06.2010,Jimmy Edgar,jimmy edgar,04:30,Panorama Bar,FALSE,2010
19.06.2010,Boris,careless,06:00,Panorama Bar,FALSE,2010
19.06.2010,Tama Sumo,ostgut ton,09:30,Panorama Bar,TRUE,2010
19.06.2010,Steffi,ostgut ton,00:00,Berghain,FALSE,2010
19.06.2010,MMM fiedel&errorsmith,mmm fiedel&errorsmith,05:00,Berghain,FALSE,2010
19.06.2010,Len Faki,ostgut ton/ figure,06:00,Berghain,FALSE,2010
19.06.2010,Monika Kruse,terminal m,09:00,Berghain,TRUE,2010
26.06.2010,Fabiano ,,12:00,Garten,FALSE,2010
26.06.2010,The Cheapers ,,16:00,Garten,TRUE,2010
26.06.2010,Onno ,,00:00,Panorama Bar,FALSE,2010
26.06.2010,Mathias Mesteno ,,03:00,Panorama Bar,FALSE,2010
26.06.2010,Marcus Meinhardt ,,06:00,Panorama Bar,FALSE,2010
26.06.2010,Andre Galluzzi ,,09:00,Panorama Bar,TRUE,2010
26.06.2010,Levon Vincent ,,00:00,Berghain,FALSE,2010
26.06.2010,Brendon Moeller,brendon moeller,04:00,Berghain,FALSE,2010
26.06.2010,Rolando ,,05:00,Berghain,FALSE,2010
26.06.2010,Kevin Gorman,kevin gorman,08:00,Berghain,FALSE,2010
26.06.2010,Norman Nodge ,,09:00,Berghain,TRUE,2010
03.07.2010,Oliver Deutschmann,vidab,12:00,Garten,FALSE,2010
03.07.2010,Jesse Rose,made2play,16:00,Garten,TRUE,2010
03.07.2010,Memory Foundation DJ SET ,,00:00,Panorama Bar,FALSE,2010
03.07.2010,Kez YM ,,02:00,Panorama Bar,FALSE,2010
03.07.2010,Andy Vaz,andy vaz,05:00,Panorama Bar,FALSE,2010
03.07.2010,Memory Foundation,memory foundation,06:00,Panorama Bar,FALSE,2010
03.07.2010,Rick Wade ,,07:00,Panorama Bar,TRUE,2010
03.07.2010,Marcel Fengler,ostgut ton,00:00,Berghain,FALSE,2010
03.07.2010,Len Faki,ostgut ton/ figure,05:00,Berghain,FALSE,2010
03.07.2010,Jerome Sydenham,ibadan,08:00,Berghain,TRUE,2010
10.07.2010,Boris,careless,12:00,Garten,FALSE,2010
10.07.2010,Tama Sumo,ostgut ton,16:00,Garten,TRUE,2010
10.07.2010,Giles Smith ,,00:00,Panorama Bar,FALSE,2010
10.07.2010,Brawther ,,01:00,Panorama Bar,FALSE,2010
10.07.2010,Chez Damier ,,04:00,Panorama Bar,FALSE,2010
10.07.2010,Giles Smith ,,06:30,Panorama Bar,FALSE,2010
10.07.2010,James Priestley ,,09:00,Panorama Bar,TRUE,2010
10.07.2010,Marcel Dettmann,ostgut ton,00:00,Berghain,FALSE,2010
10.07.2010,Skudge skudge rec,skudge skudge rec,05:00,Berghain,FALSE,2010
10.07.2010,Kenny Larkin,planet e,06:00,Berghain,FALSE,2010
10.07.2010,Dj Pete,hard wax,09:00,Berghain,TRUE,2010
17.07.2010,Matthew Styles & Andre Galluzzi & Dinky,b2b,12:00,Garten,TRUE,2010
17.07.2010,Oleg Poliakov ,,00:00,Panorama Bar,FALSE,2010
17.07.2010,Nicolas Jaar,nicolas jaar,04:00,Panorama Bar,FALSE,2010
17.07.2010,Sety ,,05:00,Panorama Bar,FALSE,2010
17.07.2010,Deetron ,,08:00,Panorama Bar,TRUE,2010
17.07.2010,Nic Fanciulli,saved records,00:00,Berghain,FALSE,2010
17.07.2010,Phil Kieran cocoon,phil kieran cocoon,05:00,Berghain,FALSE,2010
17.07.2010,Gregor Tresher,break new soil,06:00,Berghain,FALSE,2010
17.07.2010,Fiedel,mmm,09:00,Berghain,TRUE,2010
24.07.2010,Cassy,cocoon,00:00,Panorama Bar,FALSE,2010
24.07.2010,Heatsick,heatsick,05:00,Panorama Bar,FALSE,2010
24.07.2010,Prosumer,ostgut ton,06:00,Panorama Bar,FALSE,2010
24.07.2010,Nick H�ppner,ostgut ton,09:00,Panorama Bar,FALSE,2010
24.07.2010,Daniel Wang,balihu,12:00,Panorama Bar,FALSE,2010
24.07.2010,Dj Harvey,sarcastic disco,14:00,Panorama Bar,TRUE,2010
24.07.2010,Triple R ,,00:00,Berghain,FALSE,2010
24.07.2010,Deepchild,deepchild,03:00,Berghain,FALSE,2010
24.07.2010,Roland M. Dill ,,05:00,Berghain,FALSE,2010
24.07.2010,Alex Under,alex under,08:00,Berghain,FALSE,2010
24.07.2010,Norman Nodge,ostgut ton,09:30,Berghain,TRUE,2010
31.07.2010,Chateau Flight ,,12:00,Garten,FALSE,2010
31.07.2010,Soundstream ,,16:00,Garten,TRUE,2010
31.07.2010,Paul Du Lac ,,00:00,Panorama Bar,FALSE,2010
31.07.2010,Dexter,dexter,03:30,Panorama Bar,FALSE,2010
31.07.2010,Serge/ Paul Du Lac ,,04:30,Panorama Bar,FALSE,2010
31.07.2010,Literon,literon,05:00,Panorama Bar,FALSE,2010
31.07.2010,Serge ,,06:00,Panorama Bar,FALSE,2010
31.07.2010,Steffi ,,09:00,Panorama Bar,TRUE,2010
31.07.2010,Andre Galluzzi,ostgut ton,00:00,Berghain,FALSE,2010
31.07.2010,Jonas Kopp curle,jonas kopp curle,05:00,Berghain,FALSE,2010
31.07.2010,Dj Deep,deeply rooted house,06:00,Berghain,FALSE,2010
31.07.2010,Ben Klock,ostgut ton,09:00,Berghain,TRUE,2010
07.08.2010,Jens Bond ,,00:00,Panorama Bar,FALSE,2010
07.08.2010,Andri,andri,04:00,Panorama Bar,FALSE,2010
07.08.2010,Tom Clark ,,05:00,Panorama Bar,FALSE,2010
07.08.2010,Mike Shannon ,,08:00,Panorama Bar,FALSE,2010
07.08.2010,Todd Bodine ,,11:00,Panorama Bar,FALSE,2010
07.08.2010,Prosumer ,,14:00,Panorama Bar,FALSE,2010
07.08.2010,Miss Kittin ,,17:00,Panorama Bar,FALSE,2010
07.08.2010,Nick H�ppner ,,20:00,Panorama Bar,TRUE,2010
07.08.2010,Ryan Elliott,ghostly,00:00,Berghain,FALSE,2010
07.08.2010,Deepchord aka Echospace,deepchord aka echospace,05:00,Berghain,FALSE,2010
07.08.2010,Mike Dehnert,fachwerk,06:00,Berghain,FALSE,2010
07.08.2010,Boris,careless,09:00,Berghain,TRUE,2010
14.08.2010,Catz N Dogz ,,00:00,Panorama Bar,FALSE,2010
14.08.2010,Daniel Steinberg ,,04:00,Panorama Bar,FALSE,2010
14.08.2010,Sebo K ,,06:00,Panorama Bar,FALSE,2010
14.08.2010,Jesse Rose ,,09:00,Panorama Bar,FALSE,2010
14.08.2010,Marc Schneider,was not was,12:00,Panorama Bar,FALSE,2010
14.08.2010,nd_baumecker,ostgut ton,15:00,Panorama Bar,FALSE,2010
14.08.2010,Margaret Dygas,perlon,19:00,Panorama Bar,TRUE,2010
14.08.2010,Savas Pascalidis,sweatshop,00:00,Berghain,FALSE,2010
14.08.2010,Soundhack soundstream,soundhack soundstream,05:00,Berghain,FALSE,2010
14.08.2010,Ben Klock,ostgut ton,06:00,Berghain,FALSE,2010
14.08.2010,Fiedel,mmm,10:00,Berghain,TRUE,2010
28.08.2010,Andre Galluzzi,ostgut ton,00:00,Panorama Bar,FALSE,2010
28.08.2010,Dinky,horizontal,05:00,Panorama Bar,FALSE,2010
28.08.2010,Basic Soul Unit ,,09:00,Panorama Bar,FALSE,2010
28.08.2010,Tama Sumo,ostgut ton,12:00,Panorama Bar,FALSE,2010
28.08.2010,�me,innervisions,16:00,Panorama Bar,FALSE,2010
28.08.2010,Len Faki,ostgut ton/ figure,20:00,Panorama Bar,TRUE,2010
28.08.2010,Nick H�ppner,ostgut ton,00:00,Berghain,FALSE,2010
28.08.2010,Scion Versions chain reaction / scion versions,scion versions chain reaction / scion versions,04:00,Berghain,FALSE,2010
28.08.2010,Don Williams,mojuba,05:00,Berghain,FALSE,2010
28.08.2010,Marcel Dettmann,ostgut ton,09:00,Berghain,TRUE,2010
04.09.2010,Gerd Janson ,,00:00,Panorama Bar,FALSE,2010
04.09.2010,Melon ,,04:00,Panorama Bar,FALSE,2010
04.09.2010,Mr. G,mr. g,07:00,Panorama Bar,FALSE,2010
04.09.2010,Radio Slave ,,08:00,Panorama Bar,FALSE,2010
04.09.2010,Prosumer ,,12:00,Panorama Bar,FALSE,2010
04.09.2010,Dinky ,,16:00,Panorama Bar,FALSE,2010
04.09.2010,Steffi ,,20:00,Panorama Bar,TRUE,2010
04.09.2010,Heiko Laux,figure,00:00,Berghain,FALSE,2010
04.09.2010,Speedy J,electric deluxe,04:00,Berghain,FALSE,2010
04.09.2010,Gary Beck,figure,07:00,Berghain,FALSE,2010
04.09.2010,Len Faki,figure,10:00,Berghain,TRUE,2010
11.09.2010,Matthew Styles ,,12:00,Panorama Bar,FALSE,2010
11.09.2010,Fiedel ,,15:00,Panorama Bar,FALSE,2010
11.09.2010,Nick H�ppner ,,18:00,Panorama Bar,TRUE,2010
11.09.2010,Dj Pete ,,00:00,Berghain,FALSE,2010
11.09.2010,Sawlin & Subjected,sawlin & subjected,04:00,Berghain,FALSE,2010
11.09.2010,Luke Slater ,,05:00,Berghain,FALSE,2010
11.09.2010,Norman Nodge ,,08:00,Berghain,TRUE,2010
18.09.2010,Gr�nbox,trapez,12:00,Panorama Bar,FALSE,2010
18.09.2010,Andre Galluzzi,ostgut ton,15:00,Panorama Bar,FALSE,2010
18.09.2010,Cassy,ostgut ton,19:00,Panorama Bar,TRUE,2010
