date,name,label,time,floor,closing,year
18.05.2013,Virginia,ostgut ton,09:00,Panorama Bar,TRUE,2013
18.05.2013,Marcel Dettmann,ostgut ton,00:00,Berghain,FALSE,2013
18.05.2013,?!?!?! ,,02:00,Berghain,FALSE,2013
18.05.2013,TR-101 aka dj pete und sleeparchive,tr-101 aka dj pete und sleeparchive,05:00,Berghain,FALSE,2013
18.05.2013,Cosmin TRG,50 weapons,06:00,Berghain,FALSE,2013
18.05.2013,Rolando,ostgut ton,09:00,Berghain,FALSE,2013
18.05.2013,nd_baumecker,ostgut ton,12:00,Berghain,FALSE,2013
18.05.2013,Antonio V�zquez,aka versenkt,16:00,Berghain,FALSE,2013
18.05.2013,Nihad Tule,sloboda,19:00,Berghain,FALSE,2013
18.05.2013,Milton Bradley,do not resist the beat!,22:00,Berghain,TRUE,2013
25.05.2013,Fiedel,mmm,00:00,Berghain,FALSE,2013
25.05.2013,Atom TM raster-noton,atom tm raster-noton,04:00,Berghain,FALSE,2013
25.05.2013,Alan Fitzpatrick,drumcode,05:00,Berghain,FALSE,2013
25.05.2013,Developer,modularz,09:00,Berghain,FALSE,2013
25.05.2013,I / Y,irakli & yacoub,12:00,Berghain,FALSE,2013
25.05.2013,Marcel Fengler,ostgut ton,16:00,Berghain,TRUE,2013
01.06.2013,Dinky,horizontal,12:00,Panorama Bar,FALSE,2013
01.06.2013,Matthew Dear,ghostly,16:00,Panorama Bar,FALSE,2013
01.06.2013,Aril Brikha art of vengeance,aril brikha art of vengeance,20:00,Panorama Bar,FALSE,2013
01.06.2013,Discodromo,cocktail damore,23:00,Panorama Bar,TRUE,2013
01.06.2013,DJ Skurge,underground resistance,00:00,Berghain,FALSE,2013
01.06.2013,Minilogue cocoon,minilogue cocoon,04:00,Berghain,FALSE,2013
01.06.2013,Jonas Kopp,traut,06:00,Berghain,FALSE,2013
01.06.2013,Marcel Dettmann,ostgut ton,09:00,Berghain,FALSE,2013
01.06.2013,Ryan Elliott,ostgut ton,13:00,Berghain,TRUE,2013
08.06.2013,Oliver Deutschmann,vidab,12:00,Garten,FALSE,2013
08.06.2013,Margaret Dygas,perlon,16:00,Garten,TRUE,2013
08.06.2013,Nick Sole,mojuba,00:00,Panorama Bar,FALSE,2013
08.06.2013,Redshape,running back,04:00,Panorama Bar,FALSE,2013
08.06.2013,MK,aka marc kinchen,05:00,Panorama Bar,FALSE,2013
08.06.2013,Oracy,mojuba,08:00,Panorama Bar,TRUE,2013
08.06.2013,�me,innervisions,00:00,Berghain,FALSE,2013
08.06.2013,Mathew Jonson wagon repair,mathew jonson wagon repair,04:30,Berghain,FALSE,2013
08.06.2013,Luke Slater,mote-evolver,06:00,Berghain,FALSE,2013
08.06.2013,Dj HMC,juice records,09:00,Berghain,FALSE,2013
08.06.2013,Moerbeck,vault series,12:00,Berghain,FALSE,2013
08.06.2013,?!?!? ,,18:00,Berghain,TRUE,2013
15.06.2013,Norman Nodge,ostgut ton,00:00,Berghain,FALSE,2013
15.06.2013,Mr. G rekids,mr. g rekids,05:00,Berghain,FALSE,2013
15.06.2013,Chevel,non series,06:00,Berghain,FALSE,2013
15.06.2013,Mike Parker,prologue,09:00,Berghain,FALSE,2013
15.06.2013,Dj Pete,hardwax,12:00,Berghain,FALSE,2013
15.06.2013,Function,ostgut ton,16:00,Berghain,FALSE,2013
15.06.2013,Ron Albrecht,gerberei,20:00,Berghain,TRUE,2013
15.06.2013,Nick H�ppner,ostgut ton,12:00,Panorama Bar,FALSE,2013
15.06.2013,DVS1 & Daniel Paul aka Ghetto,klockworks / hush,16:00,Panorama Bar,FALSE,2013
15.06.2013,Phonique,dessous,23:59,Panorama Bar,TRUE,2013
22.06.2013,Neville Watson ,,13:00,Panorama Bar,FALSE,2013
22.06.2013,Late Night Tuff Guy ,,17:00,Panorama Bar,FALSE,2013
22.06.2013,??? ,,20:00,Panorama Bar,TRUE,2013
22.06.2013,Fiedel,ostgut ton,00:00,Berghain,FALSE,2013
22.06.2013,Dominik Eulberg,traum,04:00,Berghain,FALSE,2013
22.06.2013,Tama Sumo,ostgut ton,07:00,Berghain,FALSE,2013
22.06.2013,Steffi,ostgut ton,11:00,Berghain,FALSE,2013
22.06.2013,Boris,ostgut ton,15:00,Berghain,FALSE,2013
22.06.2013,Tommy Four Seven,clr,20:00,Berghain,TRUE,2013
29.06.2013,Gunnar Stiller,upon you,13:00,Panorama Bar,FALSE,2013
29.06.2013,The Cheapers,upon you,16:00,Panorama Bar,FALSE,2013
29.06.2013,Tim Sweeney,beats in space,20:00,Panorama Bar,TRUE,2013
29.06.2013,Answer Code Request,ostgut ton,00:00,Berghain,FALSE,2013
29.06.2013,Floorplan aka Robert Hood,floorplan aka robert hood,04:00,Berghain,FALSE,2013
29.06.2013,Marcel Fengler,ostgut ton,05:00,Berghain,FALSE,2013
29.06.2013,Steve Bicknell,cosmic records,08:00,Berghain,FALSE,2013
29.06.2013,Echoplex,soleil records,11:00,Berghain,FALSE,2013
29.06.2013,Efdemin & Marcel Fengler ,,14:00,Berghain,FALSE,2013
29.06.2013,??? ,,20:00,Berghain,TRUE,2013
13.07.2013,Massimiliano Pagliara,larj,11:00,Panorama Bar,FALSE,2013
13.07.2013,Efdemin,ostgut ton,15:00,Panorama Bar,FALSE,2013
13.07.2013,�me,innervisions,19:00,Panorama Bar,FALSE,2013
13.07.2013,Spencer Parker,rekids,23:00,Panorama Bar,TRUE,2013
13.07.2013,Marcel Dettmann,ostgut ton,00:00,Berghain,FALSE,2013
13.07.2013,The Automatic Message monsieur musique,the automatic message monsieur musique,04:30,Berghain,FALSE,2013
13.07.2013,Paula Temple,r&s records,05:30,Berghain,FALSE,2013
13.07.2013,Takaaki Itoh,wols,08:00,Berghain,FALSE,2013
13.07.2013,Fiedel,ostgut ton,11:00,Berghain,FALSE,2013
13.07.2013,Henning Baer,k209,15:00,Berghain,FALSE,2013
13.07.2013,Anja Zaube ,,18:00,Berghain,FALSE,2013
13.07.2013,??? ,,21:00,Berghain,TRUE,2013
20.07.2013,Tale of Us,life&death,12:00,Garten,FALSE,2013
20.07.2013,Cassy,perlon,17:00,Garten,TRUE,2013
20.07.2013,Toshiya Kawasaki,mule,00:00,Panorama Bar,FALSE,2013
20.07.2013,Kuniyuki Takahashi mule,kuniyuki takahashi mule,04:00,Panorama Bar,FALSE,2013
20.07.2013,Seth Troxler,( & b2b craig),05:00,Panorama Bar,FALSE,2013
20.07.2013,Craig Richards,(& b2b seth),09:00,Panorama Bar,TRUE,2013
20.07.2013,Marcel Fengler,ostgut ton,00:00,Berghain,FALSE,2013
20.07.2013,Skudge skudge,skudge skudge,04:00,Berghain,FALSE,2013
20.07.2013,Jared Wilson,skudge,05:00,Berghain,FALSE,2013
20.07.2013,Rivet,skudge,08:00,Berghain,FALSE,2013
20.07.2013,Swalk,skudge,11:00,Berghain,FALSE,2013
20.07.2013,Answer Code Request,ostgut ton,14:00,Berghain,FALSE,2013
20.07.2013,???l ???l,drumcode,21:00,Berghain,TRUE,2013
27.07.2013,Tama Sumo feat Lady Blacktronika LIVE ,,12:00,Garten,FALSE,2013
27.07.2013,Dj Spider,plan b,16:00,Garten,TRUE,2013
27.07.2013,Virginia,ostgut ton,00:00,Panorama Bar,FALSE,2013
27.07.2013,John Heckle mathematics,john heckle mathematics,04:00,Panorama Bar,FALSE,2013
27.07.2013,Cajmere,relief,05:00,Panorama Bar,FALSE,2013
27.07.2013,Oracy,mojuba,08:00,Panorama Bar,TRUE,2013
27.07.2013,Ben Klock,ostgut ton,00:00,Berghain,FALSE,2013
27.07.2013,Sleeparchive sleeparchive,sleeparchive sleeparchive,05:00,Berghain,FALSE,2013
27.07.2013,Cassegrain prologue,cassegrain prologue,06:00,Berghain,FALSE,2013
27.07.2013,Norman Nodge,ostgut ton,07:30,Berghain,FALSE,2013
27.07.2013,Nick H�ppner,ostgut ton,11:00,Berghain,FALSE,2013
27.07.2013,Dj Pete,hardwax,15:00,Berghain,FALSE,2013
27.07.2013,?!?!?! ,,19:00,Berghain,TRUE,2013
03.08.2013,Grizzly & Peter A. ,,12:00,Garten,FALSE,2013
03.08.2013,Sven Weisemann,mojuba,16:00,Garten,TRUE,2013
03.08.2013,Ian Pooley,aka silvershower,00:00,Berghain,FALSE,2013
03.08.2013,Beroshima m�ller records,beroshima m�ller records,04:00,Berghain,FALSE,2013
03.08.2013,Marcel Dettmann,ostgut ton,05:30,Berghain,FALSE,2013
03.08.2013,Len Faki,ostgut ton,08:30,Berghain,FALSE,2013
03.08.2013,Jerome Sydenham,ibadan,12:00,Berghain,FALSE,2013
03.08.2013,Freddy K,key,17:00,Berghain,FALSE,2013
03.08.2013,?!?!?! ,,21:00,Berghain,TRUE,2013
17.08.2013,Jan Kr�ger & Daze Maxim,hello?repeat,12:00,Garten,FALSE,2013
17.08.2013,Marcus Meinhardt ,,17:00,Garten,TRUE,2013
17.08.2013,Shapednoise,repitch,00:00,Berghain,FALSE,2013
17.08.2013,Staffan Linzatti searchlights,staffan linzatti searchlights,03:00,Berghain,FALSE,2013
17.08.2013,Electric Indigo,female pressure,04:00,Berghain,FALSE,2013
17.08.2013,Benjamin Damage,50weapons,07:00,Berghain,FALSE,2013
17.08.2013,Dj Pete,hardwax,11:00,Berghain,FALSE,2013
17.08.2013,Don Williams vs. Sebastian Kramer,mojuba vs pure plastic,14:00,Berghain,FALSE,2013
17.08.2013,Anja Zaube,bim,20:00,Berghain,FALSE,2013
17.08.2013,R�dh�d,dystopian,23:59,Berghain,TRUE,2013
24.08.2013,Discodromo,cocktail d�amore,12:00,Garten,FALSE,2013
24.08.2013,Akirahawks ,,17:00,Garten,TRUE,2013
24.08.2013,Janina,janina,00:00,Panorama Bar,FALSE,2013
24.08.2013,Fjaak klasse,fjaak klasse,04:00,Panorama Bar,FALSE,2013
24.08.2013,Italo Johnson,italo johnson,05:00,Panorama Bar,FALSE,2013
24.08.2013,Oliver Deutschmann,vidab,09:00,Panorama Bar,TRUE,2013
24.08.2013,Plant Worker,blank code,00:00,Berghain,FALSE,2013
24.08.2013,Magnus magnus,magnus magnus,04:00,Berghain,FALSE,2013
24.08.2013,Function,ostgut ton,05:30,Berghain,FALSE,2013
24.08.2013,Dj Nobu,bitta,08:30,Berghain,FALSE,2013
24.08.2013,Ed Davenport,aka inland,12:00,Berghain,FALSE,2013
24.08.2013,Hanno Hinkelbein,null records,20:00,Berghain,FALSE,2013
24.08.2013,Pfirter & g�ste,b2b,23:00,Berghain,TRUE,2013
31.08.2013,Richard Zepezauer,nsyde,12:00,Panorama Bar,FALSE,2013
31.08.2013,Oskar Offermann & Edward,white,16:00,Panorama Bar,FALSE,2013
31.08.2013,Shonky,freak n'chic,20:00,Panorama Bar,FALSE,2013
31.08.2013,??? ,,23:59,Panorama Bar,TRUE,2013
31.08.2013,Sascha Rydell,fachwerk,00:00,Berghain,FALSE,2013
31.08.2013,Mike Dehnert fachwerk,mike dehnert fachwerk,04:00,Berghain,FALSE,2013
31.08.2013,Limo,fachwerk,05:00,Berghain,FALSE,2013
31.08.2013,Roman Lindau,fachwerk,08:00,Berghain,FALSE,2013
31.08.2013,Patrik Skoog,we are,12:00,Berghain,FALSE,2013
31.08.2013,Rebekah,clr,16:00,Berghain,FALSE,2013
31.08.2013,Nick H�ppner,ostgut ton,20:00,Berghain,FALSE,2013
31.08.2013,??? ,,23:00,Berghain,TRUE,2013
07.09.2013,Stocksaur DJ Team,kompakt,12:00,Garten,TRUE,2013
07.09.2013,Blond:Ish,kompakt,14:30,Panorama Bar,FALSE,2013
07.09.2013,Len Faki,ostgut ton,19:00,Panorama Bar,FALSE,2013
07.09.2013,Phonique & Diogo Accioly ,,23:00,Panorama Bar,TRUE,2013
07.09.2013,John Tejada kompakt,john tejada kompakt,04:00,Berghain,FALSE,2013
07.09.2013,Rolando,ostgut ton,05:00,Berghain,FALSE,2013
07.09.2013,Max_M,m_rec,08:00,Berghain,FALSE,2013
07.09.2013,Fiedel,ostgut ton,12:00,Berghain,FALSE,2013
07.09.2013,Chris Liebing,clr,16:00,Berghain,FALSE,2013
07.09.2013,Dave DK,kompakt,23:59,Berghain,FALSE,2013
07.09.2013,Antonio V�zquez ,,23:59,Berghain,TRUE,2013
14.09.2013,Dinky,horizontal,16:00,Panorama Bar,FALSE,2013
14.09.2013,Nick H�ppner,ostgut ton,20:00,Panorama Bar,FALSE,2013
14.09.2013,??? ,,23:59,Panorama Bar,TRUE,2013
14.09.2013,Jonzon,psycho thrill,00:00,Berghain,FALSE,2013
14.09.2013,Byetone raster noton,byetone raster noton,03:30,Berghain,FALSE,2013
14.09.2013,Marcel Dettmann,ostgut ton,04:30,Berghain,FALSE,2013
14.09.2013,� [Phase],token,09:00,Berghain,FALSE,2013
14.09.2013,Francois X,deeply rooted house,12:00,Berghain,FALSE,2013
14.09.2013,Dj Pete,hardwax,15:00,Berghain,FALSE,2013
14.09.2013,Shifted,mote evolver,18:00,Berghain,FALSE,2013
14.09.2013,Gerd Janson,running back,21:00,Berghain,FALSE,2013
14.09.2013,??? ,,23:59,Berghain,TRUE,2013
21.09.2013,Mihai Popoviciu,highgrade,12:00,Panorama Bar,FALSE,2013
21.09.2013,Tom Clark,highgrade,15:00,Panorama Bar,FALSE,2013
21.09.2013,Lucca Torre,recycle records,18:00,Panorama Bar,FALSE,2013
21.09.2013,Cassy,cassy,21:00,Panorama Bar,FALSE,2013
21.09.2013,??? ,,23:59,Panorama Bar,TRUE,2013
21.09.2013,nd_baumecker,ostgut ton,00:00,Berghain,FALSE,2013
21.09.2013,Gregor Tresher break new soil,gregor tresher break new soil,04:00,Berghain,FALSE,2013
21.09.2013,Boris,ostgut ton,05:00,Berghain,FALSE,2013
21.09.2013,Andre Galluzzi,aras,10:00,Berghain,FALSE,2013
21.09.2013,Norman Nodge,ostgut ton,15:00,Berghain,FALSE,2013
21.09.2013,Ron Albrecht,gerberei,19:00,Berghain,FALSE,2013
21.09.2013,Marcel Fengler,ostgut ton,23:00,Berghain,TRUE,2013
28.09.2013,Pittsburgh Track Authority,work them records,12:00,Panorama Bar,FALSE,2013
28.09.2013,The Mole,maybe tomorrow,17:00,Panorama Bar,FALSE,2013
28.09.2013,Kim Ann Foxman,need want records,21:00,Panorama Bar,FALSE,2013
28.09.2013,Marcus Worgull,innervisions,23:59,Panorama Bar,TRUE,2013
28.09.2013,Ryan Elliott,ostgut ton,04:00,Berghain,FALSE,2013
28.09.2013,Psyk,mote evolver,07:00,Berghain,FALSE,2013
28.09.2013,Luke Slater,mote evolver,10:00,Berghain,FALSE,2013
28.09.2013,Lucy,stroboscopic artefacts,14:00,Berghain,FALSE,2013
28.09.2013,Ben Klock,klockworks,18:00,Berghain,FALSE,2013
28.09.2013,Etapp Kyle,klockworks,23:59,Berghain,FALSE,2013
28.09.2013,DVS1,klockworks,23:59,Berghain,TRUE,2013
05.10.2013,Shonky & Dyed Soundorom,apollonia,01:00,Panorama Bar,FALSE,2013
05.10.2013,Spencer Parker,it s not over,14:00,Panorama Bar,FALSE,2013
05.10.2013,Serge,clone,18:00,Panorama Bar,FALSE,2013
05.10.2013,Steffi,ostgut ton,21:00,Panorama Bar,TRUE,2013
05.10.2013,Clouds turbo,clouds turbo,04:00,Berghain,FALSE,2013
05.10.2013,DJ Hyperactive,droid,05:00,Berghain,FALSE,2013
05.10.2013,Ra�z,droid,08:00,Berghain,FALSE,2013
05.10.2013,Luis Flores,droid,12:00,Berghain,FALSE,2013
05.10.2013,Drumcell,droid,15:00,Berghain,FALSE,2013
05.10.2013,Oliver Deutschmann,vidab,18:00,Berghain,FALSE,2013
05.10.2013,Fiedel,ostgut ton,23:00,Berghain,FALSE,2013
05.10.2013,Dj Pete,hardwax,23:59,Berghain,TRUE,2013
19.10.2013,Margaret Dygas,perlon,00:00,Panorama Bar,FALSE,2013
19.10.2013,Dinky,visionquest,14:00,Panorama Bar,FALSE,2013
19.10.2013,Rhadoo,a:rpia:r,17:00,Panorama Bar,FALSE,2013
19.10.2013,DJ T.,get physical,21:00,Panorama Bar,TRUE,2013
19.10.2013,Boris,ostgut ton,00:00,Berghain,FALSE,2013
19.10.2013,Norman Nodge,ostgut ton,00:00,Berghain,FALSE,2013
19.10.2013,Slam bek audio,slam bek audio,05:00,Berghain,FALSE,2013
19.10.2013,Gary Beck,bek audio,06:00,Berghain,FALSE,2013
19.10.2013,Mark Broom,bek audio,10:00,Berghain,FALSE,2013
19.10.2013,Hans Bouffmmyhre,bek audio,13:00,Berghain,FALSE,2013
19.10.2013,Len Faki,figure,18:00,Berghain,FALSE,2013
19.10.2013,P�r Grindvik,bek audio,21:00,Berghain,TRUE,2013
26.10.2013,Tama Sumo & Lakuti,b2b,02:00,Panorama Bar,FALSE,2013
26.10.2013,Volcov,neroli rec,16:00,Panorama Bar,FALSE,2013
26.10.2013,Sadar Bahar,soul in the hole,19:00,Panorama Bar,FALSE,2013
26.10.2013,Lakuti,uzuri,22:00,Panorama Bar,FALSE,2013
26.10.2013,Tama Sumo,ostgut ton,23:59,Panorama Bar,TRUE,2013
26.10.2013,Answer Code Request ostgut ton,answer code request ostgut ton,03:00,Berghain,FALSE,2013
26.10.2013,DJ Hell,gigolo,04:00,Berghain,FALSE,2013
26.10.2013,Marcel Dettmann,ostgut ton,07:00,Berghain,FALSE,2013
26.10.2013,Function,ostgut ton,12:00,Berghain,FALSE,2013
26.10.2013,Anthony Parasole,the corner,16:00,Berghain,FALSE,2013
26.10.2013,Danny Tenaglia,new york,20:00,Berghain,FALSE,2013
26.10.2013,Shed,ostgut ton,23:59,Berghain,FALSE,2013
26.10.2013,Ben Klock,ostgut ton,23:59,Berghain,TRUE,2013
16.11.2013,Craig Richards,fabric,02:00,Panorama Bar,FALSE,2013
16.11.2013,Evan Baggs,kurbits,16:00,Panorama Bar,FALSE,2013
16.11.2013,Guti desolat,guti desolat,19:00,Panorama Bar,FALSE,2013
16.11.2013,Richy Ahmed,hot creations,20:30,Panorama Bar,FALSE,2013
16.11.2013,Cassy,cassy,23:00,Panorama Bar,TRUE,2013
16.11.2013,Dasha Rush fullpanda,dasha rush fullpanda,04:30,Berghain,FALSE,2013
16.11.2013,Myles Serg�,ilian tape,06:00,Berghain,FALSE,2013
16.11.2013,Go Hiyama,token,09:00,Berghain,FALSE,2013
16.11.2013,Ed Davenport,inland,12:00,Berghain,FALSE,2013
16.11.2013,Speedy J,edlx,16:00,Berghain,FALSE,2013
16.11.2013,Ben Klock,ostgut ton,20:00,Berghain,FALSE,2013
16.11.2013,Answer Code Request,ostgut ton,23:59,Berghain,FALSE,2013
16.11.2013,Marcel Fengler,ostgut ton,23:59,Berghain,TRUE,2013
23.11.2013,Jamie xx,young turks,15:00,Panorama Bar,FALSE,2013
23.11.2013,Stefan Goldmann,macro,17:00,Panorama Bar,FALSE,2013
23.11.2013,Black Madonna,argot,20:00,Panorama Bar,FALSE,2013
23.11.2013,Oskar Offermann & Edward,white,23:59,Panorama Bar,TRUE,2013
23.11.2013,The Advent h. productions,the advent h. productions,04:00,Berghain,FALSE,2013
23.11.2013,Reeko,mental disorder,05:30,Berghain,FALSE,2013
23.11.2013,Rolando,ostgut ton,08:00,Berghain,FALSE,2013
23.11.2013,L.B. Dub Corp,ostgut ton,12:00,Berghain,FALSE,2013
23.11.2013,Function,ostgut ton,16:00,Berghain,FALSE,2013
23.11.2013,Len Faki,figure,20:00,Berghain,FALSE,2013
23.11.2013,Silva Rymd,ghosts,23:59,Berghain,FALSE,2013
23.11.2013,Marcel Dettmann,ostgut ton,23:59,Berghain,TRUE,2013
07.12.2013,Mano Le Tough,permanent vacation,01:00,Panorama Bar,FALSE,2013
07.12.2013,Matthew Styles,matthew styles,15:00,Panorama Bar,FALSE,2013
07.12.2013,Damian Lazarus,crosstown rebels,19:00,Panorama Bar,FALSE,2013
07.12.2013,Marc Schneider,circus company,22:00,Panorama Bar,TRUE,2013
07.12.2013,Minilogue vs. Mathew Jonson,minilogue vs. mathew jonson,04:00,Berghain,FALSE,2013
07.12.2013,Adam X,sonic groove,06:30,Berghain,FALSE,2013
07.12.2013,Mike Shannon,cynosure,09:30,Berghain,FALSE,2013
07.12.2013,� [Phase],token,13:00,Berghain,FALSE,2013
07.12.2013,Kr!z,token,17:00,Berghain,FALSE,2013
07.12.2013,Ctrls,token,20:00,Berghain,FALSE,2013
07.12.2013,Mareena,parallel,23:59,Berghain,FALSE,2013
07.12.2013,Ron Albrecht,gerberei,23:59,Berghain,TRUE,2013
28.12.2013,Oliver Deutschmann,vidab,17:00,Panorama Bar,FALSE,2013
28.12.2013,Solomun,diynamic,20:00,Panorama Bar,FALSE,2013
28.12.2013,Pascal Hetzel ,,23:59,Panorama Bar,TRUE,2013
28.12.2013,Janina,aka jsr,00:00,Berghain,FALSE,2013
28.12.2013,Buzz Goree,ur,04:00,Berghain,FALSE,2013
28.12.2013,Mike Dearborn,paragraph,06:30,Berghain,FALSE,2013
28.12.2013,Nina Kraviz,rekids,09:30,Berghain,FALSE,2013
28.12.2013,Oscar Mulero,pole group,13:00,Berghain,FALSE,2013
28.12.2013,Chris Liebing,clr,17:00,Berghain,TRUE,2013
31.12.2013,Discodromo ,,04:00,Lab,FALSE,2013
31.12.2013,Soundstream ,,04:00,Lab,FALSE,2013
31.12.2013,Mr. Cisco ,,08:00,Lab,FALSE,2013
31.12.2013,Massimilano & nd_baumecker ,,10:00,Lab,FALSE,2013
31.12.2013,Virginia ,,12:00,Lab,FALSE,2013
31.12.2013,Steffi ,,15:00,Lab,FALSE,2013
31.12.2013,Tim Sweeney ,,18:00,Lab,FALSE,2013
31.12.2013,Muallem ,,21:00,Lab,FALSE,2013
31.12.2013,Tama Sumo ,,23:59,Lab,TRUE,2013
31.12.2013,nd_baumecker ,,01:00,Panorama Bar,FALSE,2013
31.12.2013,Dinky ,,01:00,Panorama Bar,FALSE,2013
31.12.2013,Oskar Offermann & Edward ,,02:00,Panorama Bar,FALSE,2013
31.12.2013,Tama Sumo ,,05:00,Panorama Bar,FALSE,2013
31.12.2013,Radio Slave ,,05:00,Panorama Bar,FALSE,2013
31.12.2013,Tim Sweeney ,,09:00,Panorama Bar,FALSE,2013
31.12.2013,Steffi ,,09:00,Panorama Bar,FALSE,2013
31.12.2013,Margaret Dygas ,,13:00,Panorama Bar,FALSE,2013
31.12.2013,Ryan Elliott ,,13:00,Panorama Bar,FALSE,2013
31.12.2013,�me & �me LIVE ,,17:00,Panorama Bar,FALSE,2013
31.12.2013,Virginia ,,17:00,Panorama Bar,FALSE,2013
31.12.2013,Waze&Odyssey ,,21:00,Panorama Bar,FALSE,2013
31.12.2013,Nick H�ppner ,,22:00,Panorama Bar,TRUE,2013
31.12.2013,Kobosil ,,01:00,Berghain,FALSE,2013
31.12.2013,Answer Code Request ,,04:00,Berghain,FALSE,2013
31.12.2013,Pete ,,04:00,Berghain,FALSE,2013
31.12.2013,Joel Mull ,,04:00,Berghain,FALSE,2013
31.12.2013,Norman Nodge ,,08:00,Berghain,FALSE,2013
31.12.2013,Ed Davenport ,,08:00,Berghain,FALSE,2013
31.12.2013,Fiedel ,,12:00,Berghain,FALSE,2013
31.12.2013,Boris ,,12:00,Berghain,FALSE,2013
31.12.2013,Len Faki ,,16:00,Berghain,FALSE,2013
31.12.2013,Marcel Fengler ,,16:00,Berghain,FALSE,2013
31.12.2013,Function ,,20:00,Berghain,FALSE,2013
31.12.2013,Ben Klock ,,20:00,Berghain,FALSE,2013
31.12.2013,Marcel Dettmann ,,23:59,Berghain,FALSE,2013
31.12.2013,Luke Slater ,,23:59,Berghain,TRUE,2013
01.01.2014,Discodromo ,,04:00,Lab,FALSE,2014
01.01.2014,Soundstream ,,04:00,Lab,FALSE,2014
01.01.2014,Mr. Cisco ,,08:00,Lab,FALSE,2014
01.01.2014,Massimilano & nd_baumecker ,,10:00,Lab,FALSE,2014
01.01.2014,Virginia ,,12:00,Lab,FALSE,2014
01.01.2014,Steffi ,,15:00,Lab,FALSE,2014
01.01.2014,Tim Sweeney ,,18:00,Lab,FALSE,2014
01.01.2014,Muallem ,,21:00,Lab,FALSE,2014
01.01.2014,Tama Sumo ,,23:59,Lab,TRUE,2014
01.01.2014,nd_baumecker ,,01:00,Panorama Bar,FALSE,2014
01.01.2014,Dinky ,,01:00,Panorama Bar,FALSE,2014
01.01.2014,Oskar Offermann & Edward ,,02:00,Panorama Bar,FALSE,2014
01.01.2014,Tama Sumo ,,05:00,Panorama Bar,FALSE,2014
01.01.2014,Radio Slave ,,05:00,Panorama Bar,FALSE,2014
01.01.2014,Tim Sweeney ,,09:00,Panorama Bar,FALSE,2014
01.01.2014,Steffi ,,09:00,Panorama Bar,FALSE,2014
01.01.2014,Margaret Dygas ,,13:00,Panorama Bar,FALSE,2014
01.01.2014,Ryan Elliott ,,13:00,Panorama Bar,FALSE,2014
01.01.2014,�me & �me LIVE ,,17:00,Panorama Bar,FALSE,2014
01.01.2014,Virginia ,,17:00,Panorama Bar,FALSE,2014
01.01.2014,Waze&Odyssey ,,21:00,Panorama Bar,FALSE,2014
01.01.2014,Nick H�ppner ,,22:00,Panorama Bar,TRUE,2014
01.01.2014,Kobosil ,,01:00,Berghain,FALSE,2014
01.01.2014,Answer Code Request ,,04:00,Berghain,FALSE,2014
01.01.2014,Pete ,,04:00,Berghain,FALSE,2014
01.01.2014,Joel Mull ,,04:00,Berghain,FALSE,2014
01.01.2014,Norman Nodge ,,08:00,Berghain,FALSE,2014
01.01.2014,Ed Davenport ,,08:00,Berghain,FALSE,2014
01.01.2014,Fiedel ,,12:00,Berghain,FALSE,2014
01.01.2014,Boris ,,12:00,Berghain,FALSE,2014
01.01.2014,Len Faki ,,16:00,Berghain,FALSE,2014
01.01.2014,Marcel Fengler ,,16:00,Berghain,FALSE,2014
01.01.2014,Function ,,20:00,Berghain,FALSE,2014
01.01.2014,Ben Klock ,,20:00,Berghain,FALSE,2014
01.01.2014,Marcel Dettmann ,,23:59,Berghain,FALSE,2014
01.01.2014,Luke Slater ,,23:59,Berghain,TRUE,2014
04.01.2014,Erwan,syker,00:00,Berghain,FALSE,2014
04.01.2014,Jonsson / Alter kontra,jonsson / alter kontra,04:00,Berghain,FALSE,2014
04.01.2014,Ryan Crosson,visionquest,05:00,Berghain,FALSE,2014
04.01.2014,I / Y,irakli & yacoub,08:00,Berghain,FALSE,2014
04.01.2014,Don Williams,mojuba,12:00,Berghain,TRUE,2014
18.01.2014,Even Tuell,workshop,18:00,Panorama Bar,FALSE,2014
18.01.2014,Norman Nodge,ostgut ton,21:00,Panorama Bar,FALSE,2014
18.01.2014,Gerd Janson,running back,23:59,Panorama Bar,TRUE,2014
18.01.2014,Tripeo tripeo,tripeo tripeo,04:00,Berghain,FALSE,2014
18.01.2014,Ben Sims,theory,05:00,Berghain,FALSE,2014
18.01.2014,Dino Sabatini,prologue,10:00,Berghain,FALSE,2014
18.01.2014,Unbalance,rebalance,13:00,Berghain,FALSE,2014
18.01.2014,Marcel Fengler + ???,ostgut ton,16:00,Berghain,FALSE,2014
18.01.2014,Fiedel,ostgut ton,23:59,Berghain,TRUE,2014
25.01.2014,Tama Sumo,ostgut ton,01:00,Panorama Bar,FALSE,2014
25.01.2014,Orson Wells,larj,18:00,Panorama Bar,FALSE,2014
25.01.2014,Dixon,innervisions,21:00,Panorama Bar,TRUE,2014
25.01.2014,Richard Bartz,richard bartz,04:00,Berghain,FALSE,2014
25.01.2014,Heiko Laux ,,05:00,Berghain,FALSE,2014
25.01.2014,Ray Kajioka,ray kajioka,08:00,Berghain,FALSE,2014
25.01.2014,Alexander Kowalski ,,09:00,Berghain,FALSE,2014
25.01.2014,Jonas Kopp ,,13:00,Berghain,FALSE,2014
25.01.2014,Ulf,kontra,16:00,Berghain,FALSE,2014
